Potential_Buyer,Target,bid,TP,Success,Round
"ST FRANCIS HOSPITAL, ROSLYN",WOODHULL MEDICAL AND MENTAL HEALTH CENTER,516400507.3,4,No,37
BETH ISRAEL MEDICAL CENTER,MOUNT SINAI HOSPITAL,1858805281,5,No,37
BELLEVUE HOSPITAL CENTER,HUNTINGTON HOSPITAL,1161965880,5,No,37
NEW YORK-PRESBYTERIAN HOSPITAL,ELMHURST HOSPITAL CENTER,1704530148,5,No,37
HOSPITAL FOR SPECIAL SURGERY,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,281026056.4,5,No,37
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,576026587.4,5,No,37
MONTEFIORE MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,1114734427,5,No,37
"ST FRANCIS HOSPITAL, ROSLYN",BETH ISRAEL MEDICAL CENTER,1092762368,5,No,37
KINGS COUNTY HOSPITAL CENTER,BETH ISRAEL MEDICAL CENTER,1025026552,5,No,37
MERCY MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,1089319451,5,No,37
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,1023924753,5,No,37
ST BARNABAS HOSPITAL,BETH ISRAEL MEDICAL CENTER,1135426860,5,No,37
HARLEM HOSPITAL CENTER,CONEY ISLAND HOSPITAL,118801346.3,5,No,37
MOUNT SINAI HOSPITAL,BELLEVUE HOSPITAL CENTER,1017617368,5,No,37
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,QUEENS HOSPITAL CENTER,118213826.4,5,No,37
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,QUEENS HOSPITAL CENTER,126732529.6,5,No,37
CONEY ISLAND HOSPITAL,QUEENS HOSPITAL CENTER,122549525.6,5,No,37
LINCOLN MEDICAL & MENTAL HEALTH CENTER,HARLEM HOSPITAL CENTER,374317312.5,5,No,37
STATEN ISLAND UNIVERSITY HOSPITAL,HARLEM HOSPITAL CENTER,372846318.7,5,No,37
NEW YORK DOWNTOWN HOSPITAL,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,28186285.97,5,No,37
BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",178844952.2,6,No,37
"ST FRANCIS HOSPITAL, ROSLYN",ST LUKE'S ROOSEVELT HOSPITAL,600366202.9,6,No,37
STATEN ISLAND UNIVERSITY HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,317127170.2,6,No,37
MERCY MEDICAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,311939553.1,6,No,37
HARLEM HOSPITAL CENTER,LENOX HILL HOSPITAL,465244503.6,6,No,37
HOSPITAL FOR SPECIAL SURGERY,LENOX HILL HOSPITAL,476813354,6,No,37
MONTEFIORE MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,624884684.8,6,No,37
LINCOLN MEDICAL & MENTAL HEALTH CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,632742630.1,6,No,37
CONEY ISLAND HOSPITAL,STATEN ISLAND UNIVERSITY HOSPITAL,641553365.9,6,No,37
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,STATEN ISLAND UNIVERSITY HOSPITAL,616552764.5,6,No,37
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,"ST FRANCIS HOSPITAL, ROSLYN",409934538.3,6,No,37
KINGS COUNTY HOSPITAL CENTER,HARLEM HOSPITAL CENTER,496408925,6,No,37
ST BARNABAS HOSPITAL,HARLEM HOSPITAL CENTER,500496548.3,6,No,37
BELLEVUE HOSPITAL CENTER,HOSPITAL FOR SPECIAL SURGERY,641064467.6,6,No,37
EASTERN LONG ISLAND HOSPITAL,INTERFAITH MEDICAL CENTER,89734106.61,6,No,37
LENOX HILL HOSPITAL,INTERFAITH MEDICAL CENTER,84755866.26,6,No,37
BELLEVUE HOSPITAL CENTER,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,636695143.6,7,No,37
MERCY MEDICAL CENTER,NEW YORK-PRESBYTERIAN HOSPITAL,8465004428,7,No,37
ST BARNABAS HOSPITAL,NORTH SHORE UNIVERSITY HOSPITAL,2268936641,7,No,37
MONTEFIORE MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,2669517741,7,No,37
KINGS COUNTY HOSPITAL CENTER,BELLEVUE HOSPITAL CENTER,1210327012,7,No,37
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,BROOKDALE HOSPITAL MEDICAL CENTER,410174057.1,7,No,37
LINCOLN MEDICAL & MENTAL HEALTH CENTER,HOSPITAL FOR SPECIAL SURGERY,960718632.5,7,No,37
JAMAICA HOSPITAL MEDICAL CENTER,FRANKLIN HOSPITAL,90161564.03,7,No,37
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,ST BARNABAS HOSPITAL,879183944.6,7,No,37
KINGS COUNTY HOSPITAL CENTER,LINCOLN MEDICAL & MENTAL HEALTH CENTER,702058057.3,8,No,37
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,709832152.7,8,No,37
LINCOLN MEDICAL & MENTAL HEALTH CENTER,KINGS COUNTY HOSPITAL CENTER,536179443,8,No,37
MERCY MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,547448040.4,8,No,37
SOUTHSIDE HOSPITAL,LONG BEACH MEDICAL CENTER,37025976.71,8,No,37
NYU HOSPITALS CENTER,BROOKDALE HOSPITAL MEDICAL CENTER,219512607,8,No,37
KINGS COUNTY HOSPITAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",1571097238,9,No,37
MERCY MEDICAL CENTER,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,88018525.15,9,No,37
PECONIC BAY MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,171496598.4,9,No,37
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",PENINSULA HOSPITAL CENTER,59715753.28,4,No,38
NEW YORK DOWNTOWN HOSPITAL,PENINSULA HOSPITAL CENTER,55197071.4,4,No,38
EASTERN LONG ISLAND HOSPITAL,PENINSULA HOSPITAL CENTER,53434613.36,4,No,38
STATEN ISLAND UNIVERSITY HOSPITAL,PENINSULA HOSPITAL CENTER,61227621.67,4,No,38
LINCOLN MEDICAL & MENTAL HEALTH CENTER,BRONX-LEBANON HOSPITAL CENTER,492154454.2,4,No,38
LENOX HILL HOSPITAL,BRONX-LEBANON HOSPITAL CENTER,509244294.7,4,No,38
"ST FRANCIS HOSPITAL, ROSLYN",BRONX-LEBANON HOSPITAL CENTER,483577336.8,4,No,38
BELLEVUE HOSPITAL CENTER,BRONX-LEBANON HOSPITAL CENTER,508352093.1,4,No,38
PENINSULA HOSPITAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",56239483.22,4,No,38
LONG ISLAND JEWISH MEDICAL CENTER,MOUNT SINAI HOSPITAL,1719544857,4,No,38
ST BARNABAS HOSPITAL,MOUNT SINAI HOSPITAL,1780456546,4,No,38
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,133234410,4,No,38
MAIMONIDES MEDICAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,134250287.7,4,No,38
ELMHURST HOSPITAL CENTER,LINCOLN MEDICAL & MENTAL HEALTH CENTER,628267460.2,4,No,38
UNIVERSITY HOSPITAL ( STONY BROOK ),NORTH SHORE UNIVERSITY HOSPITAL,1811405040,4,No,38
BRONX-LEBANON HOSPITAL CENTER,JACOBI MEDICAL CENTER,254771525.6,4,No,38
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,JACOBI MEDICAL CENTER,236117400.7,4,No,38
WINTHROP-UNIVERSITY HOSPITAL,ELMHURST HOSPITAL CENTER,809100425.2,4,No,38
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,LONG ISLAND COLLEGE HOSPITAL,126119574.8,4,No,38
HOSPITAL FOR SPECIAL SURGERY,GLEN COVE HOSPITAL,120414614.2,4,No,38
MOUNT SINAI HOSPITAL,CONEY ISLAND HOSPITAL,184500965.2,4,No,38
MONTEFIORE MEDICAL CENTER,CONEY ISLAND HOSPITAL,192761988.3,4,No,38
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,CONEY ISLAND HOSPITAL,176091928.3,4,No,38
NEW YORK METHODIST HOSPITAL,SOUTH NASSAU COMMUNITIES HOSPITAL,306443517.7,4,No,38
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),SOUTH NASSAU COMMUNITIES HOSPITAL,300998588.8,4,No,38
NORTH CENTRAL BRONX HOSPITAL,KINGSBROOK JEWISH MEDICAL CENTER,88152108.13,4,No,38
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,KINGSBROOK JEWISH MEDICAL CENTER,87959647.15,4,No,38
HUNTINGTON HOSPITAL,BROOKDALE HOSPITAL MEDICAL CENTER,425695264,4,No,38
CONEY ISLAND HOSPITAL,NEW YORK METHODIST HOSPITAL,592023360.5,4,No,38
NYU HOSPITALS CENTER,NEW YORK METHODIST HOSPITAL,564900208.5,4,No,38
NORTH SHORE UNIVERSITY HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,452982938.9,4,No,38
NEW YORK-PRESBYTERIAN HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),524653633.3,4,No,38
BETH ISRAEL MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),551202455.2,4,No,38
GLEN COVE HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),551415942.8,4,No,38
PECONIC BAY MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,86973967.44,4,No,38
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,93959454.76,4,No,38
SOUTH NASSAU COMMUNITIES HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,94281646.13,4,No,38
LUTHERAN MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,82189320.51,4,No,38
ST JOSEPH HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,77824090.67,4,No,38
BETH ISRAEL MEDICAL CENTER,JAMAICA HOSPITAL MEDICAL CENTER,452416533.2,5,No,38
HOSPITAL FOR SPECIAL SURGERY,JAMAICA HOSPITAL MEDICAL CENTER,480030273.7,5,No,38
EASTERN LONG ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",57495779.19,5,No,38
NYU HOSPITALS CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",56262972.67,5,No,38
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,ST LUKE'S ROOSEVELT HOSPITAL,533999631.7,5,No,38
WINTHROP-UNIVERSITY HOSPITAL,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,616972343,5,No,38
BELLEVUE HOSPITAL CENTER,ELMHURST HOSPITAL CENTER,1007468535,5,No,38
"ST FRANCIS HOSPITAL, ROSLYN",STATEN ISLAND UNIVERSITY HOSPITAL,524732476.4,5,No,38
MONTEFIORE MEDICAL CENTER,BETH ISRAEL MEDICAL CENTER,1645382718,5,No,38
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,"ST FRANCIS HOSPITAL, ROSLYN",505220659,5,No,38
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,"ST FRANCIS HOSPITAL, ROSLYN",538192225.1,5,No,38
NEW YORK-PRESBYTERIAN HOSPITAL,KINGS COUNTY HOSPITAL CENTER,468368091.1,5,No,38
HARLEM HOSPITAL CENTER,KINGS COUNTY HOSPITAL CENTER,486177557.7,5,No,38
LONG ISLAND JEWISH MEDICAL CENTER,BELLEVUE HOSPITAL CENTER,1400161742,5,No,38
KINGS COUNTY HOSPITAL CENTER,BELLEVUE HOSPITAL CENTER,1413994927,5,No,38
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",LONG BEACH MEDICAL CENTER,49883677.12,5,No,38
NEW YORK METHODIST HOSPITAL,LONG BEACH MEDICAL CENTER,50584038.99,5,No,38
LONG BEACH MEDICAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,28673983.31,5,No,38
JAMAICA HOSPITAL MEDICAL CENTER,FOREST HILLS HOSPITAL,68276908.43,5,No,38
ST JOSEPH HOSPITAL,FOREST HILLS HOSPITAL,70047986.87,5,No,38
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,INTERFAITH MEDICAL CENTER,74169778.98,5,No,38
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),INTERFAITH MEDICAL CENTER,71117175.14,5,No,38
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,HUNTINGTON HOSPITAL,392025406.6,6,No,38
LONG ISLAND JEWISH MEDICAL CENTER,NEW YORK-PRESBYTERIAN HOSPITAL,3237928295,6,No,38
MERCY MEDICAL CENTER,NEW YORK-PRESBYTERIAN HOSPITAL,3189243954,6,No,38
NYU HOSPITALS CENTER,KINGS COUNTY HOSPITAL CENTER,502180623.2,6,No,38
NEW YORK-PRESBYTERIAN HOSPITAL,NYU HOSPITALS CENTER,1085535902,6,No,38
KINGS COUNTY HOSPITAL CENTER,QUEENS HOSPITAL CENTER,129307258,6,No,38
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,QUEENS HOSPITAL CENTER,139584225.7,6,No,38
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),QUEENS HOSPITAL CENTER,155946163.7,6,No,38
HARLEM HOSPITAL CENTER,NEW YORK METHODIST HOSPITAL,461266113.2,6,No,38
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,457931569.2,6,No,38
LUTHERAN MEDICAL CENTER,HUNTINGTON HOSPITAL,473198581.8,7,No,38
FLUSHING HOSPITAL MEDICAL CENTER,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,108734035.2,7,No,38
PECONIC BAY MEDICAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,35643938.21,7,No,38
MERCY MEDICAL CENTER,UNIVERSITY HOSPITAL ( STONY BROOK ),1991043385,7,No,38
NEW YORK DOWNTOWN HOSPITAL,PECONIC BAY MEDICAL CENTER,96263259.55,9,No,38
RICHMOND UNIVERSITY MEDICAL CENTER,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,93380750.72,9,No,38
MERCY MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,553227934.8,9,No,38
FLUSHING HOSPITAL MEDICAL CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,633300456.3,9,No,38
EASTERN LONG ISLAND HOSPITAL,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",54276990.29,4,No,39
NEW YORK METHODIST HOSPITAL,HUNTINGTON HOSPITAL,194274359.7,4,No,39
LUTHERAN MEDICAL CENTER,HUNTINGTON HOSPITAL,207645033.5,4,No,39
HUNTINGTON HOSPITAL,ST LUKE'S ROOSEVELT HOSPITAL,933076176,4,No,39
MAIMONIDES MEDICAL CENTER,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,127930550.3,4,No,39
CONEY ISLAND HOSPITAL,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,132783540.9,4,No,39
NORTH CENTRAL BRONX HOSPITAL,EASTERN LONG ISLAND HOSPITAL,19695692.74,4,No,39
KINGS COUNTY HOSPITAL CENTER,NORTH SHORE UNIVERSITY HOSPITAL,1973309186,4,No,39
NEW YORK-PRESBYTERIAN HOSPITAL,LONG ISLAND COLLEGE HOSPITAL,145940262.4,4,No,39
GLEN COVE HOSPITAL,LONG ISLAND COLLEGE HOSPITAL,139366247.6,4,No,39
LONG ISLAND JEWISH MEDICAL CENTER,WINTHROP-UNIVERSITY HOSPITAL,796584340.8,4,No,39
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,"ST FRANCIS HOSPITAL, ROSLYN",526159024.5,4,No,39
PECONIC BAY MEDICAL CENTER,FLUSHING HOSPITAL MEDICAL CENTER,83393591.82,4,No,39
ELMHURST HOSPITAL CENTER,FLUSHING HOSPITAL MEDICAL CENTER,75220596.87,4,No,39
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),CONEY ISLAND HOSPITAL,181143266.5,4,No,39
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,SOUTH NASSAU COMMUNITIES HOSPITAL,286424355.5,4,No,39
MOUNT SINAI HOSPITAL,KINGS COUNTY HOSPITAL CENTER,1052872377,4,No,39
SOUTH NASSAU COMMUNITIES HOSPITAL,KINGS COUNTY HOSPITAL CENTER,1032402236,4,No,39
WINTHROP-UNIVERSITY HOSPITAL,BELLEVUE HOSPITAL CENTER,1068637601,4,No,39
NORTH SHORE UNIVERSITY HOSPITAL,HARLEM HOSPITAL CENTER,224501143.9,4,No,39
LENOX HILL HOSPITAL,HARLEM HOSPITAL CENTER,218380491.1,4,No,39
BETH ISRAEL MEDICAL CENTER,HARLEM HOSPITAL CENTER,228177826.4,4,No,39
LINCOLN MEDICAL & MENTAL HEALTH CENTER,LUTHERAN MEDICAL CENTER,389054105.4,4,No,39
"ST FRANCIS HOSPITAL, ROSLYN",LUTHERAN MEDICAL CENTER,369279228.2,4,No,39
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,LUTHERAN MEDICAL CENTER,395197683.3,4,No,39
BELLEVUE HOSPITAL CENTER,LUTHERAN MEDICAL CENTER,364962668.8,4,No,39
HARLEM HOSPITAL CENTER,LUTHERAN MEDICAL CENTER,386016138.5,4,No,39
HOSPITAL FOR SPECIAL SURGERY,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),516631224.7,4,No,39
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),509743033.2,4,No,39
ST BARNABAS HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),535618079.2,4,No,39
PENINSULA HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,88623386.13,4,No,39
BRONX-LEBANON HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,94352058.74,4,No,39
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NORTH CENTRAL BRONX HOSPITAL,83666487.35,4,No,39
MONTEFIORE MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,77858169.55,4,No,39
NEW YORK DOWNTOWN HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,78366027.28,4,No,39
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,94129522.26,4,No,39
STATEN ISLAND UNIVERSITY HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,90594404.4,4,No,39
ST JOSEPH HOSPITAL,NORTH CENTRAL BRONX HOSPITAL,94249187.16,4,No,39
UNIVERSITY HOSPITAL ( STONY BROOK ),NORTH CENTRAL BRONX HOSPITAL,88621988.88,4,No,39
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NORTH CENTRAL BRONX HOSPITAL,88600114.52,4,No,39
NYU HOSPITALS CENTER,ST BARNABAS HOSPITAL,291604690.9,4,No,39
LENOX HILL HOSPITAL,PENINSULA HOSPITAL CENTER,73895043.51,5,No,39
MOUNT SINAI HOSPITAL,BRONX-LEBANON HOSPITAL CENTER,454168935.3,5,No,39
MONTEFIORE MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,474574670.6,5,No,39
ELMHURST HOSPITAL CENTER,BRONX-LEBANON HOSPITAL CENTER,471635817.3,5,No,39
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,BRONX-LEBANON HOSPITAL CENTER,465465368.9,5,No,39
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,BRONX-LEBANON HOSPITAL CENTER,468514757.2,5,No,39
MERCY MEDICAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",54729673.23,5,No,39
NEW YORK DOWNTOWN HOSPITAL,NASSAU UNIVERSITY MEDICAL CENTER,207756962.4,5,No,39
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,LINCOLN MEDICAL & MENTAL HEALTH CENTER,393185202.3,5,No,39
HOSPITAL FOR SPECIAL SURGERY,LINCOLN MEDICAL & MENTAL HEALTH CENTER,376628580.4,5,No,39
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,LINCOLN MEDICAL & MENTAL HEALTH CENTER,369010179.3,5,No,39
MAIMONIDES MEDICAL CENTER,JACOBI MEDICAL CENTER,220451481.3,5,No,39
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),JACOBI MEDICAL CENTER,243208292.3,5,No,39
UNIVERSITY HOSPITAL ( STONY BROOK ),STATEN ISLAND UNIVERSITY HOSPITAL,825888199.4,5,No,39
NYU HOSPITALS CENTER,"ST FRANCIS HOSPITAL, ROSLYN",526421519.8,5,No,39
BRONX-LEBANON HOSPITAL CENTER,CONEY ISLAND HOSPITAL,1003620995,5,No,39
NEW YORK METHODIST HOSPITAL,CONEY ISLAND HOSPITAL,1033247589,5,No,39
BETH ISRAEL MEDICAL CENTER,KINGS COUNTY HOSPITAL CENTER,2162502815,5,No,39
BELLEVUE HOSPITAL CENTER,KINGS COUNTY HOSPITAL CENTER,2186912117,5,No,39
GLEN COVE HOSPITAL,LONG BEACH MEDICAL CENTER,40410045.66,5,No,39
STATEN ISLAND UNIVERSITY HOSPITAL,QUEENS HOSPITAL CENTER,125725758.5,5,No,39
LINCOLN MEDICAL & MENTAL HEALTH CENTER,NEW YORK METHODIST HOSPITAL,668405747.1,5,No,39
CONEY ISLAND HOSPITAL,HOSPITAL FOR SPECIAL SURGERY,506616470.2,5,No,39
PENINSULA HOSPITAL CENTER,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,29055751.4,5,No,39
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,30954765.67,5,No,39
ST JOSEPH HOSPITAL,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,28409599.68,5,No,39
NEW YORK-PRESBYTERIAN HOSPITAL,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),571174864.9,5,No,39
"ST FRANCIS HOSPITAL, ROSLYN",UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),552224545.7,5,No,39
MAIMONIDES MEDICAL CENTER,HUNTINGTON HOSPITAL,594478530.6,6,No,39
GLEN COVE HOSPITAL,PECONIC BAY MEDICAL CENTER,273541896.5,6,No,39
BETH ISRAEL MEDICAL CENTER,ELMHURST HOSPITAL CENTER,1030007881,6,No,39
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,METROPOLITAN HOSPITAL CENTER,136454080.5,6,No,39
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,METROPOLITAN HOSPITAL CENTER,131378761.4,6,No,39
MONTEFIORE MEDICAL CENTER,KINGSBROOK JEWISH MEDICAL CENTER,225751846.2,6,No,39
MERCY MEDICAL CENTER,QUEENS HOSPITAL CENTER,140342007,6,No,39
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,QUEENS HOSPITAL CENTER,131602531.5,6,No,39
"ST FRANCIS HOSPITAL, ROSLYN",BROOKDALE HOSPITAL MEDICAL CENTER,467199501,6,No,39
HOSPITAL FOR SPECIAL SURGERY,BROOKDALE HOSPITAL MEDICAL CENTER,440203309.1,6,No,39
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,FRANKLIN HOSPITAL,74843038.34,6,No,39
ELMHURST HOSPITAL CENTER,NORTH CENTRAL BRONX HOSPITAL,104332431.9,6,No,39
MOUNT SINAI HOSPITAL,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,703939712.7,6,No,39
LINCOLN MEDICAL & MENTAL HEALTH CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,763343053.9,6,No,39
NYU HOSPITALS CENTER,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,665331242.6,6,No,39
NEW YORK-PRESBYTERIAN HOSPITAL,MOUNT SINAI HOSPITAL,1736076004,7,No,39
HOSPITAL FOR SPECIAL SURGERY,LINCOLN MEDICAL & MENTAL HEALTH CENTER,1233127270,7,No,39
MOUNT SINAI HOSPITAL,NEW YORK-PRESBYTERIAN HOSPITAL,5498357693,7,No,39
NYU HOSPITALS CENTER,"ST FRANCIS HOSPITAL, ROSLYN",949722664.1,7,No,39
ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,85707740.72,7,No,39
GLEN COVE HOSPITAL,MERCY MEDICAL CENTER,249502043.2,7,No,39
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,MERCY MEDICAL CENTER,233844010.9,7,No,39
MONTEFIORE MEDICAL CENTER,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,141068593.3,7,No,39
MOUNT SINAI HOSPITAL,MONTEFIORE MEDICAL CENTER,4245031157,8,No,39
MONTEFIORE MEDICAL CENTER,LENOX HILL HOSPITAL,448985617.9,8,No,39
NYU HOSPITALS CENTER,BETH ISRAEL MEDICAL CENTER,1821277169,8,No,39
GOOD SAMARITAN HOSPITAL MEDICAL CENTER,LONG ISLAND JEWISH MEDICAL CENTER,1007892971,8,No,39
NEW YORK METHODIST HOSPITAL,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,622121274.8,8,No,39
RICHMOND UNIVERSITY MEDICAL CENTER,NORTH CENTRAL BRONX HOSPITAL,142346804.6,8,No,39
NEW YORK-PRESBYTERIAN HOSPITAL,SOUTHSIDE HOSPITAL,142246398.8,9,No,39
JAMAICA HOSPITAL MEDICAL CENTER,MAIMONIDES MEDICAL CENTER,1225204312,9,No,39
PLAINVIEW HOSPITAL,ST CATHERINE OF SIENA HOSPITAL,117825681.9,9,No,39
EASTERN LONG ISLAND HOSPITAL,PENINSULA HOSPITAL CENTER,55876892.13,4,No,40
LENOX HILL HOSPITAL,PENINSULA HOSPITAL CENTER,56864272.39,4,No,40
STATEN ISLAND UNIVERSITY HOSPITAL,PENINSULA HOSPITAL CENTER,62733655.03,4,No,40
GLEN COVE HOSPITAL,PENINSULA HOSPITAL CENTER,62856678.63,4,No,40
NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,BRONX-LEBANON HOSPITAL CENTER,514992981.4,4,No,40
NYU HOSPITALS CENTER,BRONX-LEBANON HOSPITAL CENTER,477518387.5,4,No,40
UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),BRONX-LEBANON HOSPITAL CENTER,529873564.7,4,No,40
PENINSULA HOSPITAL CENTER,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",60994520.29,4,No,40
BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,HUNTINGTON HOSPITAL,189693414.4,4,No,40
LONG ISLAND JEWISH MEDICAL CENTER,HUNTINGTON HOSPITAL,197356399.3,4,No,40
LUTHERAN MEDICAL CENTER,HUNTINGTON HOSPITAL,190104736.3,4,No,40
